der, die, das| the, that, those, which, who, this one
ein, eine, ein-| a, an, one, one of
kein, keine, kein-| not a, no
sein, seine, sein-| his, its
dieser, diese, dieses, dies-| this, that, these
jeder, jede, jedes, jed-| each, every
er| he, it
es| it
sie| she, they, it, them
ich| I
wir| we
ihr| y'all, her, their
man| one, a person, people
du| you (informal, singular)
Sie| you (formal)
und| and
sich| -self
nicht| not
auch| also, too
wenn| when, whenever, if
als| as, when, than
oder| or
aber| but, however, of course
bis| until
dass| that
eins, zwei, drei, vier, fünf, sechs, sieben, acht, neun, zehn| 1-10
an, am (an dem), ans (an das)| at, on, at/on the, to
auf| on, at, on top of, in
aus| out of, out
bei / beim (bei dem)| by, with, at
durch| through, divided by, by means of
für| for
gegen| against, towards, around (time)
in, im (in dem), ins (in das)| in, in the, into
mit| with, by means of
nach| to, after
über| over, about, via
um| around, at (time)
um...zu + (Infinitiv)| in order to + (infinitive)
unter| under, beneath, among
von / vom (von dem)| from, by
vor| in front of, before, ago
zu / zum (zu dem), zur (zu der)| to, too / to the
zwischen| between
sein (ich bin, du bist, es ist, wir sind, ihr seid, sie sind, Sie sind) war, gewesen| to be
sein + Partizip| (present perfect of sein verbs)
werden (wird), wurde, ist geworden| to become, get
werden + Infinitiv| (future)
werden + Partizip| (passive)
haben (hat), hatte, gehabt| to have
haben + Partizip| (present perfect of most verbs)
wollen (will), wollte, gewollt| to want to
können (kann), konnte, gekonnt| to be able to, can
müssen (muss), musste, gemusst| to have to
sollen, sollte, gesollt| should, ought to
lassen (lässt), ließ, gelassen| to let, allow, have done
geben (gibt), gab, gegeben| to give
sagen, sagte, gesagt| to say
kommen, kam, ist gekommen| to come
gehen, ging, ist gegangen| to go
machen, machte, gemacht| to make, to do
stehen, stand, gestanden| to stand, to be located
sehen (sieht), sah, gesehen| to see
finden, fand, gefunden| to find
das Jahr, die Jahre| year
die Uhr, die Uhren| clock, o'clock
die Minute, -n| minute
das Prozent, die Prozente| %
die Zeit, die Zeiten| time
andere (-r, -s)| other
alle| all, everyone, every (pl)
da| there, since
dann| then
deutsch| German
doch| however, still, on the contrary, as a flavor word, it can add emphasis
groß| large, big, tall
gut| good, well
immer| always
mehr| more
neu| new
noch| still, yet
nur| only, just
schon| already
so| so, thus, this way, such
viel| much
was| what, which
weit| far, widely
wie| how, as
wieder| again
die Arbeit, -en|work, job
das Bild, die Bilder|picture
das Ende, -n|end
der Euro, -/-s|Euro
die Frage, -n|question
die Frau, -en|woman
das Haus, die Häuser|house
das Kind, die Kinder|child
das Land, die Länder|country, land
das Leben, -|life, living
der Mann, die Männer|man
die Mark|Mark (former currency)
der Mensch, -en|person, human
die Million, -en (Mio.)|million
der Platz, die Plätze|place, seat, spot, square
der Samstag, -e|Saturday
die Seite, -n|page, side
das Spiel, -e|game
die Stadt, die Städte|city
der Tag, -e|day
der / das Teil, -e|part, section
die Woche, -n|week
seit|since
ab|from (time)
ohne|without
wegen|because of
wer|who, whoever
wo|where
ihm|him
uns|us
unser(-)|our
mein(-)|my
denn|because, since (coordinating), as flavor word, denn can add emphasis
weil|because (subordinating)
sondern|rather
bleiben, blieb, ist geblieben|to stay, remain
liegen, lag, gelegen|to be in a horizontal position, lying, to lie, to be located
stellen, stellte, gestellt|to put, place, set
nehmen (nimmt), nahm, genommen|to take
zeigen, zeigte, gezeigt|to show
dürfen (darf), durfte, gedurft|to be allowed, permitted
halten (hält), hielt, gehalten|to keep, hold, stop
spielen, spielte, gespielt|to play
bringen, brachte, gebracht|to bring
führen, führte, geführt|to lead
gehören, gehörte, gehört|to belong
beginnen, begann, begonnen|to begin
erhalten (erhält), erhielt, erhalten|to obtain, receive
heißen, hieß, geheißen|to be called
selbst|even, self, myself, yourself, etc.
nichts|nothing
gestern|yesterday
heute|today
hier|here
bereits|already, even, as early as
jetzt|now
sehr|very
allerdings|certainly, however
alt|old
beide|both
dabei|thereby, with it, close by, there
dafür|for it
damit|with it, so, so that
dazu|to it, as well, in addition to that
dort|there, over there
eigen|own
einige-|several, some
einmal|once, one time
erst|first, just, only, not until
etwa|roughly, approximately
ganz|quite, entire, whole / wholly
hoch, hoh-|high
ja|yes, indeed, as we know
jedoch|though, however
jung|young
klein|small, little
kurz|short
lang, lange|long
letzte-|last, final
nun|now, well
sowie|and, as well as, as soon as,
stark|strong
wenig|little, few
wichtig|important
zwar|indeed, to be sure, that is to say
zweite-, zu zweit|second, as a pair
der Artikel, -|article
das Beispiel, -e|example
der Fall, die Fälle|case, fall
falls|in case, if, in the event of
die Familie, -n|family
der Film, -e|film, movie
das Foto, -s|photo
der Gast, die Gäste|guest
das Geld|money
die Gemeinde, -n|community, municipality, parish
die Geschichte, -n|history, story
der Grund, die Gründe|reason, cause
im Grunde genommen|basically, for the most part
die Gruppe, -n|group
die Kirche, -n|church
das Mal, -e / mal|time / time(s)
die Mannschaft, -en|team
der / das Meter, -|meter
das Mitglied, -er|member
der Monat, -e|month
der Name, -n, -n|name
der Ort, -e|place, location (geographical)
die Polizei (Sg.)|police
der Präsident, -en, -en|president
das Problem, -e|problem
der Punkt, -e|point
die Schule, -n|school
die Straße, -n|street
die Stunde, -n|hour, lesson
das Team, -s|team
das Thema, die Themen|subject, theme, issue
das Unternehmen, -|company, firm, enterprise
der Verein, -e|club
der Weg, -e|way, path
weg|gone, away
die Welt, -en|world
das Ziel, -e|goal, aim, target
arbeiten, arbeitete, gearbeitet|to work
bekommen, bekam, bekommen|to get, receive
berichten, berichtete, berichtet|to report, tell
bestehen, bestand, bestanden|to exist, insist, pass an exam
bieten, bot, geboten|to offer, bid
erklären, erklärte, erklärt|to explain, make clear
erreichen, erreichte, erreicht|to achieve, attain, reach
folgen, folgte, gefolgt|to follow
fordern, forderte, gefordert|to demand, require, ask
gelten (gilt), galt, gegolten|to be valid
gewinnen, gewann, gewonnen|to win, gain
leben, lebte, gelebt|to live
meinen, meinte, gemeint|to think, opine
mögen (mag), mochte, gemocht|to like, may
nennen, nannte, genannt|to name
schaffen, schaffte, geschafft|to manage, pull off
schaffen, schuf, geschaffen|to create
schreiben, schrieb, geschrieben|to write
setzen, setzte, gesetzt|to set, put, place in a seated position
sich setzen, setzte sich, sich gesetzt|to seat oneself, to sit down
sprechen, sprach, gesprochen|to speak
steigen, stieg, ist gestiegen|to climb, rise, increase
treffen (trifft), traf, getroffen|to meet, hit
tun, tat, getan|to do
wissen (weiß), wusste, gewusst|to know (facts)
ziehen, zog, gezogen|to pull, move, drag
bekannt|familiar, known, famous
deutlich|distinct, explicit, clear
einfach|simple, easy, plain, one-way
frei|free, available
früh|early
gemeinsam|common, mutual, together
gleich|equal, alike, same
international|international
jährig|years of age
klar|clear, lucid, bright
möglich|possible
nah|near, close
politisch|political(ly)
richtig|right(ly), correct(ly)
rund|round, around
schnell|fast
schön|beautiful
schwer|heavy, difficult
spät, später|late, later
vergangen|past, bygone
der Januar (Jänner)|January (Austria: January)
der Februar|February
im Februar|in February
im (Monat)|in (month)
der März|March
der April|April
der Mai|May
der Juni|June
der Juli|July
der August|August
der September|September
der Oktober|October
der November|November
der Dezember|December
mir|me
ihn|him
welch(e,er,es)|which
neben|beside, next to
während|during,while
also|therefore, thus, well
besonders / besonder-|especially /special
bisher|so far, up to now
darauf|on it / on them, thereupon, thereafter
davon|of or from it / them, thereof
etwas|something, somewhat
fast|almost
gar|at all
gerade|just now, straight
sogar|even, in fact
wohl|probably, well
der Montag, -e|Monday
der Dienstag, -e|Tuesday
der Mittwoch, -e|Wednesday
der Donnerstag, -e|Thursday
der Freitag, -e|Friday
der Sonnabend, -e|Saturday
der Sonntag, -e|Sunday
das Wochenende, -n|weekend
montags, dienstags, usw.|(on) Mondays, Tuesdays, etc.der Anfang, die Anfänge|start
die Angabe, -n|statement, declaration
die Art, -en|type, kind
das Auto, -s|car
die Band, -s|band (music)
der Band, die Bände|volume, tome
das Band, die Bänder|ribbon, strap, cord
der Bereich, -e|area, region, scope
das Buch, die Bücher|book
die Chance, -n|chance
der Erfolg, -e|success, achievement
das Ergebnis, die Ergebnisse|result, findings, outcome
das Gespräch, -e|conversation, dialog
die Hand, die Hände|hand
die Information, -en|information
das Jahrhundert, -e|century
der Kreis, -e|circle, sphere, county, district
die Musik|music
die Partei, -en|political party
der Preis, -e|price, prize, award
das Programm, -e|program, channel, routine
das Projekt, -e|project
die Regierung, -en|government
die Region, -en|region
die Saison, -s (österr: -en)|season
der Sieg, -e|victory, win, triumph
der Staat, -en|state, country, nation
der Titel, -|title, heading
das Tor, -e|gate, goal, portal
das Werk, -e|plant, factory, work of art, opus
das Wort, die Worte|word, words—when strung together, words = meaning
das Wort, die Wörter|word, words--when referring to word units, word counts
die Zahl, en|number, digit, numeral
die Zukunft|future
brauchen, brauchte, gebraucht|to need
denken, dachte, gedacht|to think
entscheiden, entschied, entschieden|to decide
entstehen, entstand, ist entstanden|to originate, develop
erscheinen, erschien, ist erschienen|to appear, to show up, come into view
erwarten, erwartete, erwartet|to expect, await
fahren (fährt), fuhr, ist gefahren|to drive, ride, go
fallen (fällt), fiel, ist gefallen|to fall
fehlen, fehlte, gefehlt|to be lacking, missing
feiern, feierte, gefeiert|to celebrate
laufen (läuft), lief, ist gelaufen|to run, walk
legen, legte, gelegt|to lay, put, place
planen, plante, geplant|to plan
scheinen, schien, geschienen|to seem, appear, shine
sorgen, sorgte, gesorgt|to worry, to care
suchen, suchte, gesucht|to seek, look for, look up
tragen (trägt), trug, getragen|to carry, to wear
treten (tritt), trat, ist / hat getreten|to kick, step, tread
übernehmen (übernimmt), übernahm, übernommen|to assume (responsibility), take on, take over
verlieren, verlor, verloren|to lose
versuchen, versuchte, versucht|to try, attempt
außerdem|besides, furthermore, moreover, on top of this, what's more
ebenfalls|likewise, same to you
allein|alone
damals|back then, at that time
darüber|overhead, thereover, about or above it / them
derzeit|currently, at present, for now
deshalb|therefore, that's why
insgesamt|altogether, overall, in all
kaum|hardly
nachdem|after
nie|never
öffentlich|public
oft|often
pro|per
schließlich|in the end, finally
vielleicht|perhaps, maybe
zudem|in addition, moreover
zunächst|first, at first, for now
zurück|back
zusammen|together, en masse
der Herr, -n, -en|Mr., sir, gentleman, lord, Lord
die Leute (pl)|people
die Mitarbeiterin, -nen|female coworker, employee
der Mitarbeiter, -|male coworker, employee
die Person, -en|person
die Schülerin, -nen|female pupil
der Schüler, -|male pupil
der Trainer, -|coach
der / die Vorsitzende, -n|chairperson
zu dritt|in a threesome, trimerous
dritte(r,s)|third
ehemalig|former(ly), ex
einzig|sole, only, single
europäisch|European
genau|exact(ly)
knapp|barely, meager, scant(ly)
kommend|(up)coming, future
leicht|easy, light, airy
mehrere|several
natürlich|natural(ly)
offen|open, frank, honest
sicher|safe, secure, certain
verschieden|different, diverse
voll|full(y)
weiter / weiter- / und so weiter (usw.)|further / additional / and so on (etc.)
wollen|woolen, woolydas Amt, die Ämter|office, bureau, department
das Angebot, -e|offer
die Aufgabe, -n|task
die Ausstellung, -en|exhibit
die Bank, die Banken|bank (fin.)
die Bank, die Bänke|bench
der Beginn|beginning
der Beitrag, die Beiträge|contribution
der Blick, -e|look, view, glance
die Diskussion, -en|discussion
der Einsatz, die Einsätze|deployment, application, effort, commitment
die Entscheidung, -en|decision
die Entwicklung, -en|development
die Firma, die Firmen|company, firm
die Folge, -n|result, consequence, TV episode
die Form, -en|shape, form
der Fußball, die Fußbälle|soccer, soccer ball
der (American) Football|American football
die Gesellschaft, -en|society, company, organization, party (social event)
die Hilfe, -n|help
die Höhe, -n|altitude, height, extent
der Markt, die Märkte|market
die Maßnahme, -n|measure, sanction, scheme, step
die Mitte, -n|middle, center
die Möglichkeit, -en|possibility, opportunity, option
die Nacht, die Nächte|night
die Politik|politic(s), policy
die Rolle, -n|role (theater, soc.), roll (gymnastics), character
der Raum, die Räume|space, room, region, scope
die Sache, -n|matter, thing, concern
die Stelle, -n|place, position, post, job
das Stück, -e|piece, play (theat.), slice, chunk
das Telefon, -e|telephone
die Veranstaltung, -en|event, meeting, session
die Wahl, -en|election, choice
der Weblink, -s|weblink
die Zeitung, -en|newspaper
bauen, baute, gebaut|to build
(sich) befinden, befand, befunden|to be (located)
erzählen, erzählte, erzählt|to tell
fragen, fragte, gefragt|to ask
(sich) freuen, freute, gefreut|to be happy
glauben, glaubte, geglaubt|to believe
handeln, handelte. gehandelt|to deal, trade
helfen (hilft), half, geholfen|to help
hören, hörte, gehört|to hear
kennen, kannte, gekannt|to know (person, place), to be aware of, acquainted w/
nutzen, nutzte, genutzt|to use
rechnen, rechnete, gerechnet|to reckon, calculate, count, do arithmetic
schlagen (schlägt), schlug, geschlagen|to hit, beat, slug
schließen, schloss, geschlossen|to close, shut, conclude
sitzen, saß, gesessen|sit, to be sitting, to be based
teilen, teilte, geteilt|to divide, share
unterstützen, unterstützte, unterstützt|to support, promote
verstehen, verstand, verstanden|to understand
wählen, wählte, gewählt|to elect, choose, select, dial (phone)
zählen, zählte, gezählt|to count, total, tally
aktuell|current, topical
amerikanisch|American
dagegen|against it / them, however, on the contrary, in contrast
daher|therefore, hence, as a result
danach|afterwards, thereafter, after it
daran|thereon, at it, on it, to it
direkt|straight, direct(ly)
ebenso|likewise, alike, equally, as well
eher|sooner, rather
eigentlich|actually, in fact, rather
erfolgreich|successful
erstmals|initially, for the first time
fest|firm, solid, sturdy
folgend|following, subsequent
französisch|French
inzwischen|meanwhile, since then, by then
jeweils|respectively, each, in each case
künftig|coming, prospective, future
schlecht|bad, poor, evil, foul
warum|why
weiß|white
wenig|few, little, sparse
wirklich|actually, really, truly
zahlreich|numerous
zusätzlich|additional, further
zuvor|previously, beforehand
manch(e,er,es)|some, many
laut|according to, loud
hinter|behind
statt / anstatt|instead of
gegenüber|opposite, across from
trotz|in spite of
obwohl|although
der Autor, -en|author
der Besucher, -|visitor
der Bürger, -|citizen
der Bürgermeister, -|mayor
der / die Deutsche, -n|German
die Eltern (pl)|parents
der Freund, -e|male friend
die Freundin, -nen|female friend
der / die Grüne, -n|environmentalist, Green Party member
der / die Jugendliche, n|young person, youth
die Mutter, die Mütter|mother
der Sohn, die Söhne|son
der Spieler, -|player
der Vater, die Väter|father
das Auge, -n | eye
der Bau, die Bauten / die Baue | construction, building
der Bericht, -e | report, account
der Betrieb, -e | plant, firm, operation
die Bühne, -n | stage, platform
der Chef, -s | boss, employer, chief (male)
die Chefin, -nen | boss, employer, chief (female)
der Dollar, -/-s | dollar
die Führung, -en | conduct, leadership, guidance, management, tour (with a guide)
die Idee, -n | idea
das Interesse, -n | interest, demand, concern
das Internet | internet
der Kampf, die Kämpfe | struggle, conflict, fight
die Karte, -n | card, map, ticket, menu
der Kilometer, - (km) | kilometer
die Klasse, -n / klasse! | class, grade, sort / awesome!
das Konzert, -e | concert
der Kopf, die Köpfe | head
die Kosten (pl) | expenses, costs
die Kraft, die Kräfte | force, strength, power, energy, vigour, vitality
der Krieg, -e | war
die Kritik, -en | criticism, censure, review, critique
der Kunde, -n, | customer (m)
die Kundin, -nen | customer (f)
die Kunst, die Künste | art(s), artificial, skill, craft, trick
die Lage, -n | position, location
die Leistung, -en | performance, achievement, accomplishment, power, effort
die Literatur | literature
das Mädchen, - | girl
die Milliarde, -n (Mrd) | in UK thousand million or milliard, in USA: billion
das Museum, die Museen | museum
das Opfer, - | victim, sacrifice
der Politiker, - | male politician, statesman
die Politikerin, -nen | female politician, stateswoman
das Publikum | audience, crowd, public
die Quelle, -n | source, well, spring, resource
der Rahmen, - | frame, framework
das Recht, -e / | law, right, justice /
recht | fair(ly), right(ly), quite
die Richtung, -en | direction, tendency, route
der Satz, die Sätze | sentence, clause, theorem, jump
der Schweizer, - | male Swiss citizen
die Schweizerin, -nen | female Swiss citizen
der Sinn, -e | sense, mind, meaning, point
die Situation, -en | situation [cognate], circumstances, case
die Stimme, -n | voice, vote
die Tochter, die Töchter | daughter
der Tod, -e | death
die Universität, -en | university
die Verfügung, -en | ordinance, regulation, disposal
das Wasser, die Wässer | water
die Wirtschaft, -en | economy / pub, inn
wert | worth(y)
der Wert, -e / | value, worth
der Zug, die Züge | train, tug, draft, drag (cig.), move, trait
der Zuschauer, - | spectator, viewer, onlooker, audience member
ändern, änderte, geändert | to change, alter
bestätigen, bestätigte, bestätigt | to confirm
bezeichnen, bezeichnete, bezeichnet | to designate, label, describe
bilden, bildete, gebildet | to form, educate
einsetzen, setzte ein, eingesetzt | to put in, insert, deploy
entsprechen (entspricht), entsprach, entsprochen | to correspond to
erinnern, erinnerte, erinnert | to remind
sich erinnern, erinnerte sich, sich erinnert | to remember
gelingen, gelang, gelungen | to be successful, to succeed
hoffen, hoffte, gehofft | to hope
holen, holte, geholt | to fetch, to go get
kosten, kostete, gekostet | to cost / to taste, sample food
laden (lädt), lud, geladen | to load, charge
lernen, lernte, gelernt | to learn, to study, to do homework
lesen (liest), las, gelesen | to read / to pick (grapes)
melden, meldete, gemeldet | to report, announce, notify
öffnen, öffnete, geöffnet | to open [cognate]
präsentieren, präsentierte, präsentiert | to present [cognate]
